Date,Name,Type,StrikePrice,ExpiryDay,Price,ClosePrice,LowPrice,HighPrice,OpenPrice
2020-05-19,NIFTY,PE,9000,2020-05-21 00:00:00,,178.9,105.05,218.8,194.55
2020-05-19,NIFTY,CE,9000,2020-05-21 00:00:00,,57.05,52.0,139.7,134.85
2020-05-19,NIFTY,PE,8950,2020-05-21 00:00:00,,147.75,84.35,185.0,139.95
2020-05-19,NIFTY,CE,9050,2020-05-21 00:00:00,,42.65,38.55,114.0,87.85
2020-05-19,NIFTY,PE,8900,2020-05-21 00:00:00,,120.0,66.4,156.65,130.1
2020-05-19,NIFTY,CE,9100,2020-05-21 00:00:00,,30.7,26.55,91.8,63.05
2020-05-19,NIFTY,PE,8850,2020-05-21 00:00:00,,94.75,52.25,130.7,111.65
2020-05-19,NIFTY,CE,9150,2020-05-21 00:00:00,,21.6,18.5,72.2,51.0
2020-05-19,NIFTY,PE,8800,2020-05-21 00:00:00,,74.95,40.35,106.8,63.55
2020-05-19,NIFTY,CE,9200,2020-05-21 00:00:00,,14.85,12.85,83.7,83.7
2020-05-19,NIFTY,PE,8750,2020-05-21 00:00:00,,57.95,31.4,86.2,40.4
2020-05-19,NIFTY,CE,9250,2020-05-21 00:00:00,,9.85,8.0,74.85,65.0
2020-05-19,NIFTY,CE,9300,2020-05-21 00:00:00,,6.85,6.0,32.7,22.7
2020-05-20,NIFTY,PE,8900,2020-05-21 00:00:00,,14.3,10.0,106.5,97.75
2020-05-20,NIFTY,CE,8900,2020-05-21 00:00:00,,175.75,79.0,215.75,94.45
2020-05-20,NIFTY,PE,8850,2020-05-21 00:00:00,,9.05,6.55,84.15,67.05
2020-05-20,NIFTY,CE,8950,2020-05-21 00:00:00,,133.1,57.85,172.25,69.15
2020-05-20,NIFTY,PE,8800,2020-05-21 00:00:00,,5.8,4.15,63.0,50.2
2020-05-20,NIFTY,CE,9000,2020-05-21 00:00:00,,96.65,40.0,133.7,66.55
2020-05-20,NIFTY,PE,8750,2020-05-21 00:00:00,,3.85,2.85,45.75,38.6
2020-05-20,NIFTY,CE,9050,2020-05-21 00:00:00,,66.4,26.1,99.7,35.55
2020-05-21,NIFTY,PE,9100,2020-05-21 00:00:00,,1.7,0.05,81.05,75.3
2020-05-21,NIFTY,CE,9100,2020-05-21 00:00:00,,7.25,3.45,74.9,40.65
2020-05-21,NIFTY,PE,9050,2020-05-21 00:00:00,,0.25,0.05,41.95,41.65
2020-05-22,NIFTY,PE,9100,2020-05-28 00:00:00,,155.5,121.85,229.3,171.95
2020-05-22,NIFTY,CE,9100,2020-05-28 00:00:00,,82.15,64.7,146.45,75.2
2020-05-22,NIFTY,PE,9050,2020-05-28 00:00:00,,129.0,104.55,199.0,164.55
2020-05-22,NIFTY,CE,9150,2020-05-28 00:00:00,,64.1,50.6,119.9,90.0
2020-05-22,NIFTY,PE,9000,2020-05-28 00:00:00,,103.8,85.3,169.9,129.8
2020-05-22,NIFTY,CE,9200,2020-05-28 00:00:00,,48.15,38.3,96.0,45.65
2020-05-22,NIFTY,PE,8950,2020-05-28 00:00:00,,82.15,69.3,144.65,108.55
2020-05-22,NIFTY,PE,8900,2020-05-28 00:00:00,,65.0,53.65,123.0,80.0
2020-05-22,NIFTY,PE,8850,2020-05-28 00:00:00,,50.6,40.3,103.45,90.0
2020-05-22,NIFTY,PE,8800,2020-05-28 00:00:00,,38.85,31.0,86.8,53.65
2020-05-22,NIFTY,PE,8750,2020-05-28 00:00:00,,30.5,23.7,72.1,35.0
2020-05-12,NIFTY,PE,9200,2020-05-14 00:00:00,,114.0,93.35,220.0,179.8
2020-05-12,NIFTY,CE,9200,2020-05-14 00:00:00,,123.0,50.05,152.3,95.2
2020-05-12,NIFTY,PE,9150,2020-05-14 00:00:00,,91.85,74.1,184.8,115.95
2020-05-12,NIFTY,CE,9250,2020-05-14 00:00:00,,100.3,37.5,125.9,97.6
2020-05-12,NIFTY,PE,9100,2020-05-14 00:00:00,,70.8,57.25,153.0,119.0
2020-05-12,NIFTY,CE,9300,2020-05-14 00:00:00,,80.85,28.35,103.3,47.75
2020-05-12,NIFTY,PE,9050,2020-05-14 00:00:00,,55.2,44.6,124.6,75.1
2020-05-12,NIFTY,PE,9000,2020-05-14 00:00:00,,41.75,34.0,100.0,61.45
2020-05-12,NIFTY,PE,8950,2020-05-14 00:00:00,,32.15,26.0,79.15,48.9
2020-05-13,NIFTY,PE,9600,2020-05-14 00:00:00,,251.2,145.55,284.05,187.45
2020-05-13,NIFTY,CE,9600,2020-05-14 00:00:00,,40.55,33.1,139.8,117.0
2020-05-13,NIFTY,PE,9550,2020-05-14 00:00:00,,211.65,99.95,244.0,99.95
2020-05-13,NIFTY,CE,9650,2020-05-14 00:00:00,,31.55,25.5,148.0,69.95
2020-05-13,NIFTY,PE,9500,2020-05-14 00:00:00,,179.35,95.95,207.1,96.05
2020-05-13,NIFTY,CE,9700,2020-05-14 00:00:00,,24.5,19.8,84.9,84.7
2020-05-13,NIFTY,PE,9450,2020-05-14 00:00:00,,146.0,69.3,173.15,78.7
2020-05-13,NIFTY,CE,9750,2020-05-14 00:00:00,,19.75,15.85,82.2,75.0
2020-05-13,NIFTY,PE,9400,2020-05-14 00:00:00,,117.3,49.6,141.45,66.05
2020-05-13,NIFTY,CE,9800,2020-05-14 00:00:00,,16.2,12.05,64.8,64.8
2020-05-13,NIFTY,PE,9350,2020-05-14 00:00:00,,91.8,27.05,113.65,27.05
2020-05-13,NIFTY,CE,9850,2020-05-14 00:00:00,,13.15,9.3,49.8,49.75
2020-05-14,NIFTY,PE,9200,2020-05-14 00:00:00,,52.15,11.7,90.0,60.8
2020-05-14,NIFTY,CE,9200,2020-05-14 00:00:00,,0.35,0.05,120.0,120.0
2020-05-14,NIFTY,PE,9150,2020-05-14 00:00:00,,6.0,2.0,38.0,25.25
2020-05-14,NIFTY,CE,9250,2020-05-14 00:00:00,,0.15,0.05,81.8,81.8
2020-05-14,NIFTY,CE,9300,2020-05-14 00:00:00,,0.1,0.05,48.0,48.0
2020-05-15,NIFTY,PE,9200,2020-05-21 00:00:00,,204.9,187.05,260.0,198.15
2020-05-15,NIFTY,CE,9200,2020-05-21 00:00:00,,142.4,108.15,168.25,168.1
2020-05-15,NIFTY,PE,9150,2020-05-21 00:00:00,,178.1,123.35,227.5,123.35
2020-05-15,NIFTY,CE,9250,2020-05-21 00:00:00,,122.25,92.5,139.35,134.8
2020-05-15,NIFTY,PE,9100,2020-05-21 00:00:00,,152.1,140.5,199.0,144.75
2020-05-15,NIFTY,CE,9300,2020-05-21 00:00:00,,104.05,77.9,120.05,118.1
2020-05-15,NIFTY,PE,9050,2020-05-21 00:00:00,,131.45,120.3,171.8,127.85
2020-05-15,NIFTY,CE,9350,2020-05-21 00:00:00,,88.1,65.35,107.0,102.2
2020-05-15,NIFTY,PE,9000,2020-05-21 00:00:00,,110.8,99.3,147.95,101.15
2020-05-15,NIFTY,CE,9400,2020-05-21 00:00:00,,72.75,54.05,91.25,83.1
2020-05-15,NIFTY,PE,8950,2020-05-21 00:00:00,,93.7,85.3,126.15,97.65
2020-05-15,NIFTY,CE,9450,2020-05-21 00:00:00,,61.25,45.3,71.9,61.3
2020-05-15,NIFTY,PE,8900,2020-05-21 00:00:00,,77.65,66.5,106.75,77.9
2020-05-15,NIFTY,CE,9500,2020-05-21 00:00:00,,51.0,37.95,66.4,62.05
2020-05-15,NIFTY,PE,8850,2020-05-21 00:00:00,,64.65,55.0,89.95,60.05
2020-05-15,NIFTY,CE,9550,2020-05-21 00:00:00,,42.15,30.85,49.75,47.05
2020-05-15,NIFTY,PE,8800,2020-05-21 00:00:00,,53.0,46.6,74.3,51.35
2020-05-15,NIFTY,PE,8750,2020-05-21 00:00:00,,43.2,39.3,61.3,51.75
2020-05-15,NIFTY,PE,8700,2020-05-21 00:00:00,,34.9,27.8,49.75,27.8
2020-05-18,NIFTY,PE,9200,2020-05-21 00:00:00,,407.3,196.45,420.65,213.8
2020-05-18,NIFTY,CE,9200,2020-05-21 00:00:00,,35.35,31.0,134.15,107.65
2020-05-18,NIFTY,PE,9150,2020-05-21 00:00:00,,362.55,149.95,376.65,186.85
2020-05-18,NIFTY,CE,9250,2020-05-21 00:00:00,,28.8,25.3,100.25,100.05
2020-05-18,NIFTY,PE,9100,2020-05-21 00:00:00,,326.35,127.0,340.0,160.0
2020-05-18,NIFTY,CE,9300,2020-05-21 00:00:00,,22.85,19.0,89.0,76.55
2020-05-18,NIFTY,PE,9050,2020-05-21 00:00:00,,287.75,120.05,301.45,135.75
2020-05-18,NIFTY,CE,9350,2020-05-21 00:00:00,,18.3,16.0,63.45,63.45
2020-05-18,NIFTY,PE,9000,2020-05-21 00:00:00,,251.75,92.4,265.0,92.8
2020-05-18,NIFTY,CE,9400,2020-05-21 00:00:00,,14.35,12.1,54.55,54.55
2020-05-18,NIFTY,PE,8950,2020-05-21 00:00:00,,214.55,74.75,229.6,89.0
2020-05-18,NIFTY,CE,9450,2020-05-21 00:00:00,,11.75,10.0,45.0,45.0
2020-05-18,NIFTY,PE,8900,2020-05-21 00:00:00,,186.55,62.0,198.0,62.0
2020-05-18,NIFTY,PE,8850,2020-05-21 00:00:00,,158.05,53.55,168.0,81.9
2020-05-18,NIFTY,PE,8800,2020-05-21 00:00:00,,132.0,36.8,155.0,36.8
2016-12-30,NIFTY,PE,7900,2017-01-25 00:00:00,,43.8,39.35,53.15,53.15
2017-01-02,NIFTY,PE,7900,2017-01-25 00:00:00,,39.0,34.15,49.2,39.25
2017-01-03,NIFTY,PE,7900,2017-01-25 00:00:00,,37.05,30.0,45.0,36.15
2017-01-04,NIFTY,PE,7900,2017-01-25 00:00:00,,33.75,32.0,37.4,34.8
2017-01-05,NIFTY,PE,7900,2017-01-25 00:00:00,,18.7,17.65,29.75,28.0
2017-01-06,NIFTY,PE,7900,2017-01-25 00:00:00,,17.15,13.6,18.6,18.55
2017-01-09,NIFTY,PE,7900,2017-01-25 00:00:00,,16.35,14.45,18.55,16.85
2017-01-10,NIFTY,PE,7900,2017-01-25 00:00:00,,10.5,9.8,14.2,14.1
2017-01-11,NIFTY,PE,7900,2017-01-25 00:00:00,,6.45,6.0,8.1,6.8
2017-01-12,NIFTY,PE,7900,2017-01-25 00:00:00,,4.9,4.5,6.65,5.6
2017-01-13,NIFTY,PE,7900,2017-01-25 00:00:00,,4.25,3.55,8.0,4.4
2017-01-16,NIFTY,PE,7900,2017-01-25 00:00:00,,2.95,2.65,4.55,3.65
2017-02-01,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,14.95,13.55,61.0,45.4
2017-02-02,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,12.7,11.0,16.5,15.75
2017-02-03,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,9.0,8.5,13.9,12.75
2017-02-06,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,6.45,5.4,8.0,6.2
2017-02-07,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,6.65,6.15,7.9,6.15
2017-02-08,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,5.15,4.65,7.95,6.75
2017-02-09,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,4.6,3.85,7.65,4.0
2017-02-10,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,3.55,3.2,4.4,3.5
2017-02-13,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,2.7,2.5,4.0,3.15
2017-02-14,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,2.65,2.35,3.05,2.4
2017-02-15,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,3.15,2.35,3.8,2.55
2017-02-16,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,1.8,1.65,3.05,2.95
2017-02-17,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,1.3,1.0,1.6,1.6
2017-02-20,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,0.75,0.65,1.05,1.0
2017-02-21,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,0.7,0.5,0.75,0.65
2017-02-22,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,0.45,0.35,0.55,0.45
2017-02-23,NIFTY,PE,8300,2017-02-23 00:00:00,0.0,0.05,0.05,0.1,0.1
2017-01-31,NIFTY,PE,8300,2017-02-23 00:00:00,,51.25,42.0,55.5,42.0
2017-02-01,NIFTY,PE,8300,2017-02-23 00:00:00,,14.95,13.55,61.0,45.4
2017-02-02,NIFTY,PE,8300,2017-02-23 00:00:00,,12.7,11.0,16.5,15.75
2017-02-03,NIFTY,PE,8300,2017-02-23 00:00:00,,9.0,8.5,13.9,12.75
2017-02-06,NIFTY,PE,8300,2017-02-23 00:00:00,,6.45,5.4,8.0,6.2
2017-02-07,NIFTY,PE,8300,2017-02-23 00:00:00,,6.65,6.15,7.9,6.15
2017-02-08,NIFTY,PE,8300,2017-02-23 00:00:00,,5.15,4.65,7.95,6.75
2017-02-09,NIFTY,PE,8300,2017-02-23 00:00:00,,4.6,3.85,7.65,4.0
2017-02-10,NIFTY,PE,8300,2017-02-23 00:00:00,,3.55,3.2,4.4,3.5
2017-03-01,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,29.35,26.75,38.0,38.0
2017-03-02,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,32.65,20.8,36.15,25.8
2017-03-03,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,30.0,28.0,38.45,29.1
2017-03-06,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,22.75,21.95,28.45,26.55
2017-03-07,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,23.2,20.0,24.8,20.0
2017-03-08,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,24.5,22.0,32.95,22.0
2017-03-09,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,25.25,21.65,30.75,30.2
2017-03-10,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,21.5,17.8,25.2,22.15
2017-03-14,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.7,4.05,15.3,15.3
2017-03-15,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.4,3.9,5.0,4.85
2017-03-16,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.9,2.65,3.4,3.1
2017-03-17,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.7,2.2,3.0,2.25
2017-03-20,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.6,1.45,2.5,2.0
2017-03-21,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,1.2,1.5,1.3
2017-03-22,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.95,0.6,2.05,0.6
2017-03-23,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.1,0.95,1.9,1.55
2017-03-24,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,0.35,1.45,0.35
2017-03-27,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.9,0.8,1.5,1.5
2017-03-28,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.7,0.6,0.8,0.65
2017-03-29,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.3,0.25,0.5,0.5
2017-03-30,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.05,0.05,0.1,0.1
2017-03-01,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,29.35,26.75,38.0,38.0
2017-03-02,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,32.65,20.8,36.15,25.8
2017-03-03,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,30.0,28.0,38.45,29.1
2017-03-06,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,22.75,21.95,28.45,26.55
2017-03-07,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,23.2,20.0,24.8,20.0
2017-03-08,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,24.5,22.0,32.95,22.0
2017-03-09,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,25.25,21.65,30.75,30.2
2017-03-10,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,21.5,17.8,25.2,22.15
2017-03-14,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.7,4.05,15.3,15.3
2017-03-15,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.4,3.9,5.0,4.85
2017-03-16,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.9,2.65,3.4,3.1
2017-03-17,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.7,2.2,3.0,2.25
2017-03-20,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.6,1.45,2.5,2.0
2017-03-21,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,1.2,1.5,1.3
2017-03-22,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.95,0.6,2.05,0.6
2017-03-23,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.1,0.95,1.9,1.55
2017-03-24,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,0.35,1.45,0.35
2017-03-27,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.9,0.8,1.5,1.5
2017-03-28,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.7,0.6,0.8,0.65
2017-03-29,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.3,0.25,0.5,0.5
2017-03-30,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.05,0.05,0.1,0.1
2017-02-28,NIFTY,PE,8600,2017-03-30 00:00:00,,39.75,36.15,44.35,36.95
2017-03-01,NIFTY,PE,8600,2017-03-30 00:00:00,,29.35,26.75,38.0,38.0
2017-03-02,NIFTY,PE,8600,2017-03-30 00:00:00,,32.65,20.8,36.15,25.8
2017-03-03,NIFTY,PE,8600,2017-03-30 00:00:00,,30.0,28.0,38.45,29.1
2017-03-06,NIFTY,PE,8600,2017-03-30 00:00:00,,22.75,21.95,28.45,26.55
2017-03-07,NIFTY,PE,8600,2017-03-30 00:00:00,,23.2,20.0,24.8,20.0
2017-03-08,NIFTY,PE,8600,2017-03-30 00:00:00,,24.5,22.0,32.95,22.0
2017-03-01,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,29.35,26.75,38.0,38.0
2017-03-02,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,32.65,20.8,36.15,25.8
2017-03-03,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,30.0,28.0,38.45,29.1
2017-03-06,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,22.75,21.95,28.45,26.55
2017-03-07,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,23.2,20.0,24.8,20.0
2017-03-08,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,24.5,22.0,32.95,22.0
2017-03-09,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,25.25,21.65,30.75,30.2
2017-03-10,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,21.5,17.8,25.2,22.15
2017-03-14,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.7,4.05,15.3,15.3
2017-03-15,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.4,3.9,5.0,4.85
2017-03-16,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.9,2.65,3.4,3.1
2017-03-17,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.7,2.2,3.0,2.25
2017-03-20,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.6,1.45,2.5,2.0
2017-03-21,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,1.2,1.5,1.3
2017-03-22,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.95,0.6,2.05,0.6
2017-03-23,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.1,0.95,1.9,1.55
2017-03-24,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,0.35,1.45,0.35
2017-03-27,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.9,0.8,1.5,1.5
2017-03-28,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.7,0.6,0.8,0.65
2017-03-29,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.3,0.25,0.5,0.5
2017-03-30,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.05,0.05,0.1,0.1
2017-03-31,NIFTY,PE,8900,2017-04-27 00:00:00,,32.8,29.4,34.2,31.9
2017-03-01,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,29.35,26.75,38.0,38.0
2017-03-02,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,32.65,20.8,36.15,25.8
2017-03-03,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,30.0,28.0,38.45,29.1
2017-03-06,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,22.75,21.95,28.45,26.55
2017-03-07,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,23.2,20.0,24.8,20.0
2017-03-08,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,24.5,22.0,32.95,22.0
2017-03-09,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,25.25,21.65,30.75,30.2
2017-03-10,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,21.5,17.8,25.2,22.15
2017-03-14,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.7,4.05,15.3,15.3
2017-03-15,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.4,3.9,5.0,4.85
2017-03-16,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.9,2.65,3.4,3.1
2017-03-17,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.7,2.2,3.0,2.25
2017-03-20,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.6,1.45,2.5,2.0
2017-03-21,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,1.2,1.5,1.3
2017-03-22,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.95,0.6,2.05,0.6
2017-03-23,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.1,0.95,1.9,1.55
2017-03-24,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,0.35,1.45,0.35
2017-03-27,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.9,0.8,1.5,1.5
2017-03-28,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.7,0.6,0.8,0.65
2017-03-29,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.3,0.25,0.5,0.5
2017-03-30,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.05,0.05,0.1,0.1
2017-04-03,NIFTY,PE,8900,2017-04-27 00:00:00,,17.35,16.6,30.75,29.3
2017-04-05,NIFTY,PE,8900,2017-04-27 00:00:00,,14.65,13.7,18.6,15.8
2017-04-06,NIFTY,PE,8900,2017-04-27 00:00:00,,12.95,12.2,20.0,20.0
2017-04-07,NIFTY,PE,8900,2017-04-27 00:00:00,,17.9,12.45,19.1,17.0
2017-04-10,NIFTY,PE,8900,2017-04-27 00:00:00,,13.65,10.8,16.95,15.3
2017-04-11,NIFTY,PE,8900,2017-04-27 00:00:00,,9.5,8.35,16.0,14.0
2017-04-12,NIFTY,PE,8900,2017-04-27 00:00:00,,11.15,8.3,16.3,9.5
2017-04-13,NIFTY,PE,8900,2017-04-27 00:00:00,,12.15,9.0,12.8,10.35
2017-04-17,NIFTY,PE,8900,2017-04-27 00:00:00,,10.35,9.5,15.4,15.0
2017-03-01,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,29.35,26.75,38.0,38.0
2017-03-02,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,32.65,20.8,36.15,25.8
2017-03-03,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,30.0,28.0,38.45,29.1
2017-03-06,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,22.75,21.95,28.45,26.55
2017-03-07,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,23.2,20.0,24.8,20.0
2017-03-08,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,24.5,22.0,32.95,22.0
2017-03-09,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,25.25,21.65,30.75,30.2
2017-03-10,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,21.5,17.8,25.2,22.15
2017-03-14,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.7,4.05,15.3,15.3
2017-03-15,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.4,3.9,5.0,4.85
2017-03-16,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.9,2.65,3.4,3.1
2017-03-17,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.7,2.2,3.0,2.25
2017-03-20,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.6,1.45,2.5,2.0
2017-03-21,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,1.2,1.5,1.3
2017-03-22,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.95,0.6,2.05,0.6
2017-03-23,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.1,0.95,1.9,1.55
2017-03-24,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,0.35,1.45,0.35
2017-03-27,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.9,0.8,1.5,1.5
2017-03-28,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.7,0.6,0.8,0.65
2017-03-29,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.3,0.25,0.5,0.5
2017-03-30,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.05,0.05,0.1,0.1
2017-04-28,NIFTY,PE,9000,2017-05-25 00:00:00,,21.9,18.0,23.3,22.4
2017-03-01,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,29.35,26.75,38.0,38.0
2017-03-02,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,32.65,20.8,36.15,25.8
2017-03-03,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,30.0,28.0,38.45,29.1
2017-03-06,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,22.75,21.95,28.45,26.55
2017-03-07,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,23.2,20.0,24.8,20.0
2017-03-08,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,24.5,22.0,32.95,22.0
2017-03-09,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,25.25,21.65,30.75,30.2
2017-03-10,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,21.5,17.8,25.2,22.15
2017-03-14,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.7,4.05,15.3,15.3
2017-03-15,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,4.4,3.9,5.0,4.85
2017-03-16,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.9,2.65,3.4,3.1
2017-03-17,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,2.7,2.2,3.0,2.25
2017-03-20,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.6,1.45,2.5,2.0
2017-03-21,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,1.2,1.5,1.3
2017-03-22,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.95,0.6,2.05,0.6
2017-03-23,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.1,0.95,1.9,1.55
2017-03-24,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,1.3,0.35,1.45,0.35
2017-03-27,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.9,0.8,1.5,1.5
2017-03-28,NIFTY,PE,8600,2017-03-30 00:00:00,0.0,0.7,0.6,0.8,0.65
